item_no,barcode,name,comp_nm
10060,8801019311345,해태포키블루베리41G,해태제과식품
10091,8801062380114,꼬깔콘고소한맛72G,롯데제과
10092,8801043036337,농심오징어집83G,농심
10093,8801043036078,농심매운새우깡90G,농심
10094,8801111180993,크라운)콘초66G,크라운제과
10095,8801043036634,농심바나나킥75G,농심
10100,8801062898824,롯데)자일리톨베타비타D용기86G,롯데제과
10107,7610700009338,리콜라)리콜라스위스캔디크랜베리맛40G,리콜라
10109,4037719066986,캐빈디쉬하비트로피칼캔디200G,캐빈디쉬
10110,8801062633715,롯데)드림카카오82%(GABA)86G,롯데칠성음료
10112,8886467118159,농심)프링글스클래식53G,농심
10174,8801062334285,롯데폭신폭신말랑카우딸기우유158G,롯데제과
10175,8801062643844,롯데ABC밀크65G,롯데제과
10176,8801062629190,롯데석기시대90G,롯데제과
10177,8801062385911,롯데)오징어땅콩90G,롯데제과
10178,8801043005821,농심칩포테토오리지날125G,농심
10199,8801111931724,스모키베이컨칩매콤불맛70G,크라운제과
10209,8801019608766,해태)맛동산90G,해태제과식품
10210,8801117760106,오리온)포카칩오리지널66G,오리온
10225,8801204307108,청우레몬캔디100G,청우
10227,8809297120291,포포 아이스맛,기타
10234,6952581463931,빅 입속에서 와다닥 콜라향,기타
10235,8809098725060,네모스낵 매콤한 맛,네모스낵
10258,8934760019359,티포녹차쿠키,기타
10265,8801111912082,크라운마이쮸딸기92G,크라운제과
15026,8801062521890,롯데빠다코코낫 300G,롯데제과
15027,8809717810023,청우 뽀로로 미니초코파이 블루베리맛 107.5G,청우
15030,8801111914154,크라운 쿠크다스 화이트토르테 64G,크라운제과
15032,8801062521975,롯데)롯샌파인애플 315G,롯데칠성음료
15033,8801062893539,롯데ABC초코쿠키 152G,롯데제과
15034,8801019314834,해태 오예스 콜드브루 360G,해태
15035,8801062632114,롯데 몽쉘 오리지날 생크림케이크 384G,롯데제과
15036,8801111940924,크라운 쿠크다스 케이크 154G,크라운제과
15039,8804433101554,프라이스 한입에쏙미니바닐라웨하스 190G,프라이스
15043,8801019310256,해태 롤리폴리 초코 196G,해태제과식품
15044,8801062521531,롯데 야채 크래커 249G,롯데제과
15045,8801019314322,해태글리코 포키 극세 딸기블루베리녹차 170G,해태제과식품
15046,8801037091526,동서 리츠 샌드위치크래커 치즈 96G,동서식품
15047,8801037093452,동서 리츠 샌드위치크래커 레몬 96G,동서식품
15048,8801062521982,롯데)롯샌 화이트크림깜뜨 315G,롯데제과
15049,8801037089059,동서 오레오 초콜릿 샌드위치 쿠키 100G,동서식품
15050,5410126716016,로투스베이커리즈코리아) 로투스 비스코프 250G,한국로투스
15051,15051,청우 아꾸뿔레 102G,청우
15052,8801062014675,롯데 마가렛트 오리지널 88G,롯데제과
15056,8809405290441,퓨어잇 동결건조 바나나칩 25G,퓨어잇
15057,8809539867625,헬스밸런스 치즈에 퐁당 현미퍼프 20G,헬스밸런스
15059,8809405290625,퓨어잇 떡뻥 자색고구마 쌀과자 30G,퓨어잇
15060,8809405290229,퓨어잇 핑거 길쭉한 양파스틱 30G,퓨어잇
15061,8809405291844,퓨어잇 블루베리엔요거트 16G,퓨어잇
15064,8809405291837,퓨어잇 망고엔요거트 16G,퓨어잇
15076,8801117277109,오리온 다이제 통밀28% 194G,오리온
15087,8809256674988,허쉬 스페셜 다크 칩스 100G,미성패밀리
15093,8809256674971,허쉬 세미 스위트 초콜릿 칩 100G,미성패밀리
15100,8801416821171,동우 인절미맛호두 180G,동우농산
15175,8801037091113,미가방 유한회사)오레오 씬즈 바닐라무스84G,유한회사
15176,8801037091106,미가방 유한회사)오레오 씬즈 티라미수84G,유한회사
15177,8809259043378,(주)명성식품)홈플러스 시그니처 리얼 느타리버섯칩23G,명성식품
15178,8809259043361,(주)명성식품)홈플러스 시그니처 리얼 새송이 버섯칩25G,명성식품
15179,8809259043385,(주)명성식품)홈플러스 시그니처 리얼 우엉칩25G,명성식품
15180,8801083323305,농심 켈로그)첵스초코 컵시리얼30G,농심켈로그
15192,5202175019930,영흥식품(그리스)엘샤보르 나초앤딥살사175G,영흥식품
15414,8801204505078,청우식품쥬라기공룡,청우식품
15415,6942836707743,롯데제과허쉬키세스크리미밀크초콜릿,롯데제과
15416,6942836707781,롯데제과허쉬키세스쿠키앤크림,롯데제과
15417,6942836707729,롯데제과허쉬키세스다크초콜릿,롯데제과
15418,6942836719210,롯데제과허쉬키세스트러플,롯데제과
15419,8801206002278,서주맥주모양젤리,서주
15420,8806011435679,동아제약박카스맛젤리신맛,동아제약
15421,8806011435631,동아제약박카스맛젤리,동아제약
15422,8809405521293,홈플러스인절미볼,홈플러스
15431,8801244316405,홈플러스시그니쳐 소프트초콜릿밀크 100G,홈플러스
15432,8801244316412,홈플러스시그니쳐 소프트초콜릿블랙 100G,홈플러스
15433,8801037092349,포스트 콘푸라이트바4개입 108G,포스트
15434,8801111916561,크라운 롱스 220G,크라운제과
15435,8690146128724,베베토 쿨빈스사워믹스 12개입,기타
15436,8809004643532,건영푸드 망고코리아 300G,건영푸드
15438,4001686505021,스타트레이딩 마오암 블럭스 캐러멜 110G,기타
15439,4001686505526,스타트레이딩 마오암 시우어 110G,기타
15470,8801133005977,머거본 꾸이한통 290G,머거본
15475,8809109383159,산들 새콤달콤 동결 건조딸기칩 20G,기타
15485,8809451821019,정심푸드 짭짤한표고버섯칩 80G,정심푸드
15542,9320668843117,와이케이인터 자일라페퍼민트캔디 34G,와이캔케이
15543,9320668873114,와이케이인터 자일라스피아민트캔디 34G,와이캔케이
15618,8809194825473,진터식품 유기농쌀로만든쌀이팡 자색고구마 39G,진터식품
15619,8809422170085,바스락 빙빙초코 107G,바스락 
15622,8801111935029,크라운 스키피 땅콩버터샌드위치쿠키 288G,크라운제과
15623,8801062644049,롯데 명가찰떡파이 375G,롯데제과
15624,8809027556352,이마트 씨솔트카라멜&크림치즈팝콘 45G,이마트
15625,8809027556093,이마트 스키니팝콘80칼로리 18G,이마트
15626,886467105210,농심켈로그 프링글스또띠아콘칩스파이시그린페퍼 110G,농심
15627,8809098093459,유기농산 유기농아로니아통통 40G,유기농산
15629,8850291101540,빌그린 통가든와사비완두콩 90G,빌그린 
15630,8801019413261,해태 푹신푹신솜사탕껌 달콤한딸기맛 15G,해태
15631,8801019412400,해태 아이스쿨 82G,해태
15632,8801019412424,해태 아이스쿨레드루비 82G,해태
15642,8809238112668,프로엠 무농약오곡블루베리스낵 60G,프로엠
15643,8809238111197,프로엠 맘스케어 무농약쌀로만든까까(현미+백미) 30G,프로엠
15644,809238111203,프로엠 맘스케어 무농약쌀로만든까까(햇님과자) 30G,프로엠
15645,8809020767526,이마트 핑크퐁유기농쌀로만든사과당근배떡뻥 40G,이마트
15646,8807354216840,선명농수산 리얼칩양파칩 80G,선명농수산
15648,8809020767540,이마트 노브랜드유기농쌀과자단호박 55G,이마트
15649,8809020767557,이마트 노브랜드유기농쌀과자자색고구마 55G,이마트
15650,8805918008061,대산인터내셔널 자색고구마칩 200G,대산인터내셔널
15651,8807354216000,선명농수산 크리스피베지칩스5믹스 180G,선명농수산
15652,8804294024511,이마트 피코크 브라우니칩 80G,이마트
15653,8804294024535,이마트 피코크 허니버터베이글칩 40G,이마트
15654,8804294024528,이마트 피코크 카스테라칩 50G,이마트
15655,8809069968380,이마트 피코크 유기농딸기그대로 15G,이마트
15656,8804294024450,이마트 피코크 두부과자고소한맛플레인 80G,이마트
15657,8804294024290,이마트 피코크 초코프레첼 80G,이마트
15658,8809238112705,프로엠 맘스케어 유기농까까곡물과자 13G,프로엠
15659,8809238114754,프로엠 오트밀바나나스낵 13G,프로엠
15660,8809238112712,프로엠 맘스케어 유기농까까별과자 15G,프로엠
15661,8801007639840,CJ 쁘띠첼 구미젤리포도 50G,CJ제일제당
15662,8801007639864,CJ 쁘띠첼 구미젤리복숭아 50G,CJ제일제당
15663,8801007639888,CJ 쁘띠첼 구미젤리레몬 50G,CJ제일제당
15666,8718469320899,오리지날 젤리빈스위트센세이션 200G,기타
15693,8805182011231,성진식품 담미정찹쌀약과 480G,성진식품
15694,8805182011224,성진식품 담미장찹쌀약과 400G,성진식품
15697,077330578370,이마트 럭셔리초코웨이퍼 350G,이마트
15698,077330344043,이마트 럭셔리카푸치노웨이퍼 350G,이마트
15699,4006529002170,천하코퍼레이션 보르그레베링비스킷 400G,천하코퍼레이션
15704,8801204204438,크라운 그랑쉘사과 195G,크라운제과
15705,8801204903621,크라운 포켓쵸코 120G,크라운제과
15706,8801019312588,해태 구운감자슬림 240G,해태
15707,8801111940924,크라운 쿠크다스케이크 140G,크라운제과
15708,8801111180498,크라운 빅파이딸기 324G,크라운제과
15709,8801117143701,오리온 촉촉한초코칩 240G,오리온
15710,9555319101296,이멕스무역 포테이토크리스프사워크림향 540G,이멕스무역
15711,9555319108615,이멕스무역 포테이토크리스프바비큐맛 540G,이멕스무역
15713,8801013813395,삼양사 밀크컴파운드버튼SLM-3101B 150G,삼양식품
15717,8801077323403,진주햄 천하장사 더블링콘&스윗치즈 400G,진주햄
15719,8809098091820,유기농산 유기농현미로만든블루베리볼 65G,유기농산
15720,9555480004761,영남코프레이션 피넛크런치바 100G,영남코프레이션
15731,8801007026275,CJ 쁘띠첼 워터젤리오렌지 130ML,CJ제일제당
15732,8801068113792,삼립 누네띠네 500G,삼립 누
15735,5000396037944,예스통상 맥비티다이제스티브 250G,예스통산
15736,8991002502628,오성물산 크리스피크레페딸기밀크맛 90G,오성물산
15737,4711931029850,미성패밀리 크리스피크레페스트로베리향 78G,미성패밀리
15738,8806075963361,신세계 자주 달콤함그대로고구마칩 50G,신세계 
15739,8806075942854,신세계 자주 바삭함그대로대추칩 30G,신세계 
15740,8809098093596,유기농산 푸름맘새콤한딸기요거트큐브 16G,유기농산
15741,8809098093602,유기농산 푸름맘유기농블루베리요거트큐브 16G,유기농산
15742,8809277334489,오희숙전통부각 찹쌀감자부각 25G,하늘바이오
15743,8806075862039,신세계 자주 블루베리별스낵 30G,신세계 
15744,8806075942823,신세계 자주 사과사각사각 20G,신세계 
15745,8806078751798,신세계 자주 아삭함그대로감자스틱 50G,신세계 
15746,8809098092728,유기농산 유기농퍼프포도야 25G,유기농산
15747,8809098092711,유기농산 유기농퍼프망고야 25G,유기농산
15768,8801117123116,오리온 마켓오오!그래놀라검은콩 365G,오리온
15769,8801117133313,오리온 마켓오오!그래놀라딸기 300G,오리온
15770,8801117123512,오리온 마켓오오!그래놀라야채 330G,오리온
15771,8801117131111,오리온 마켓오오!그래놀라카카오 300G,오리온
15781,8801157550538,일동후디스 아이밀냠냠초유웨하스우유 36G,일동후디스
15782,8801157550552,일동후디스 아이밀냠냠칼슘웨하스딸기 36G,일동후디스
15783,8801157550545,일동후디스 아이밀냠냠DHA웨하스요구르트 36G,일동후디스
15788,8801117124007,오리온 마켓오오!그래놀라바무화과베리 140G,오리온
15792,8809603950062,코리아에이치케이 핫키드멈멈라이스러스크 54G,코리아에이치케이
15793,8809603950079,코리아에이치케이 핫키드멈멈라이스러스크사과맛 54G,코리아에이치케이
15798,8901972067157,훼밀리인터내셔날 야미초콜릿향비스킷178G,훼미리인터내셔날
15799,8901972067195,훼밀리인터내셔날 야미바닐라향비스킷178G,훼미리인터내셔날
15800,9556995203465,미성패밀리 화이트캐슬초콜릿칩버터쿠키150G,미성패밀리
15801,4800016113017,오성물산코리아 듀베리딸기330G,오성물산
15802,8809216330411,마음푸드 처음먹는칼슘시리얼코코아100G,마음푸드
15808,6947070032729,보람비티 안녕자두야미니자판기(노랑),보람비티
15809,6947070032729,보람비티 안녕자두야미니자판기(핑크),보람비티
15810,694707032729,보람비티 안녕자두야미니자판기(하늘),보람비티
15811,6947070032750,보람비티 안녕자두야골라먹는해피젤리(하늘)80G,보람비티
15812,6947070032750,보람비티 안녕자두야골라먹는해피젤리(핑크)80G,보람비티
15813,8801157551832,일동후디스 아이밀냠냠 유기농쌀과자백미떡뻥 30G,일동후디스
15814,8809370351369,베베쿡 사르르쿵딸기 23G,베베쿡
15815,8809205165857,싸이클릭푸드 피넛브리틀바이츠 210G,싸이클릭푸드
15816,8807354216581,선명농수산 연근칩 40G,선명농수산
15817,8809216333221,마루티앤씨 키딜리셔스아이젤리딸기 24G,마루티앤
15818,8809216338851,마루티앤씨 키딜리셔스아이젤리바나나 24G,마루티앤
15866,8809238112712,프로엠 맘스케어유기농까까별과자13G,프로엠
15867,8809238114488,퀸즈푸드 유기농까까떡뻥백미10G,퀸즈푸드
15868,8809286494334,대조에프앤비 바이오모멘트유기농플랫롤리팝믹스65G,대조에프앤비
15869,,프로엠 맘스케어무농약쌀로만든까까곡물과자30G,프로엠
15878,8801062005390,롯데제과수박바젤리91G,롯데제과
15879,8801157552761,후디스 아이말냠냠순딸기12G,후디스
15881,8809069967635,이마트피코크 망고그대로10G,이마트
15882,8809323920291,퀸즈푸드 유기농단호박쌀과자35G,퀸즈푸드
15883,8809323920307,퀸즈푸드 유기농고구마쌀과자35G,퀸즈푸드
15884,8809098091257,퀸즈푸드 유기농쌀로만든양파떡튀밥30G,퀸즈푸드
15885,8809069960483,에이뷰 유기농딸기쌀떡뻥25G,에이뷰
15886,8809098091837,유기농산 유기농현미로만든바나나볼65G,유기농산
15887,8809093125506,엄마사랑 국내산쌀로만든아몬드크런치200G,엄마사랑
15889,8809102952048,신화에프에스 심플한입꾸이130G,신화에스에프
15893,8801019609053,해태 블랙맛동산아몬드&헤이즐넛300G,해태
15894,8801019609053,해태 흑당맛동산300G,해태
15895,8801019610226,해태 맛동산375G,해태
15897,5907768226930,효성인터내셔날 코코아크림다크초콜릿쿠키130G,효성인터내셔날
15898,8996001300121,매크로통상 로마마리에골드비스킷240G,매크로통
15899,8809238110695,금촌베이커리 맘스케어그리시니170G,금촌베이커리
15900,8809238113535,프로엠 맘스케어유기농까까곡물과자40G,프로엠
15901,8809238111548,프로엠 맘스케어유기농까까블랙43G,프로엠
15902,8801121027912,매일 요미요미오가닉퍼프딸기&블루베리42G,매일유업
15903,8801157551795,후디스 아이밀냠냠구워만든순곡물바바나나40G,후디스
15904,8809216339995,태광웰푸드 처음먹는칼슘츄러스코코아45.5G,태광웰푸드
15905,8852756305128,농심켈로그 첵스초코바오리지날바100G,농심
15908,8801069410470,남양 우리아이처음먹는새우얌얌40G,남양유업
15911,8801062269853,롯데 폴리페놀드림카카오72%174G,롯데제과
15912,880106229839,롯데 폴리페놀드림카카오56%174G,롯데제과
15930,8852756035612,농심켈로그 에너지바K크런치넛120G,농심
15943,8809401924098,세움 옥수수팝칠리맛400G,세움
15963,7622210609397,에이스엠엔티 벨비타브랙퍼스트허니&초콜릿80G,에이스엠엔티
15964,7622210609359,에이스엠엔티 벨비타브랙퍼스트밀크&비스켓80G,에이스엠엔티
15966,8809673970052,태광웰푸드 뽀로로츄러스초코크림17.5G*12개입,태광웰푸드
15967,8888101080709,롯데쇼핑 온리프라이스코코넛비스킷100G*2,온리프라이스
15969,8801111940924,크라운 쿠크다스케이크사르르순크림154G,크라운제과
15970,8998389191117,롯데쇼핑 스위트허그밀크비스켓300G,스위트허그
15971,8809256678856,청우식품 허쉬초콜릿칩모찌쿠키240G,청우
20085,8801117109400,오리온고소미80G,오리온
20118,7610700607046,리콜라스위스켄디레몬민트,리콜라스
20119,8801062633692,롯데드림카카오56%_86G,롯데제과
20121,8801133001030,머거본) 알땅콩,머거본
20122,8801133000026,머거본)후렌치후라이드아몬드,머거본
20123,8801019311932,해태에이스121G,해태제과식품
20125,8886467100017,프링글스오리지날110G,농심
20126,8886467118142,농심)프링글스클래식110G,농심
20127,8886467100031,프링글스치즈맛110G,농심
20128,8886467104725,농심)프링글스버터캬라멜110G,농심
20129,8886467100024,켈로그)프링글스사워크림&어니언,농심켈로그
20141,8801019313226,해태오예스360G,해태
20142,880117534912,오리온)초코파이(12입)468G,오리온
20158,8801062004911,롯데)스크류바왓따23G,롯데칠성음료
20159,8801062881840,롯데)운동할때씹는껌25G,롯데제과
20160,80177609,매일킨더초코렛T4_50G,매일유업
20163,8801117691608,오리온)도도한나쵸미니미크림어니언맛76G,오리온
20164,,해태)허니버터칩38G,해태
20165,8801073311220,삼양)사또밥갈릭버터맛52G,삼양
20166,8801019610134,해태)구운대파70G,해태
20167,8801019606328,해태)오사쯔60G,해태제과식품
20170,8801019207693,해태)미니자유시간200G,해태제과식품
20171,8801043036399,농심알새우칩68G,농심
20179,8801117109004,오리온미쯔스낵팩84G,오리온
20180,8801117282301,오리온)예감치즈그라탕2P 64G,오리온
20182,8801043040990,농심쫄병스낵안성탕면맛77G,농심
20189,8801111412711,크라운마이쮸포도(용기)110G,크라운제과
20202,8801117131210,오리온다이제씬84G,오리온
20207,8801117135003,오리온)쿠쉬쿠쉬2P 65.6G,오리온
20211,8801111904292,크라운)카라멜메이플콘74G,크라운
20219,4003084319422,트롤리키스100G,기타
20222,8802010118988,사조)팝콘달콤한맛90G,사조
20226,8802896000780,한진식품)호박꿀맛나100G,한진식품
20229,8990800000992,농심멘토스믹스그레이프37.5G,농심
20239,8809256678146,Onlyprice 감자칩 어니언맛,온리프라이스
20253,8681042330144,투데이허쉬코코아크림쿠키모자익,투데이
20257,7622300761349,오레오 미니오레오 바닐라향크림,동서식품
20258,4807770190162,제일훼미리키도크리미버터향크래커샌드위치,제일훼밀리
20321,8801157551795,일동후디스 냠냠순곡 물바 바나나40g,일동후디스
20322,8801157551818,일동후디스 냠냠순곡물바치즈40g,일동후디스
20323,010700501806,허쉬 후퍼스 340g,미성패밀리
20325,8801062634163,롯데초코파이420G,롯데제과
25006,8801117282608,오리온 예감오리지날 12P 192G ,오리온
25010,8801062248773,롯데애플쨈 쿠키 230G ,롯데제과
25013,8801062637669,롯데 아몬드 빼빼로 132G,롯데제과
25027,8801111914086,크라운 쵸코하임 47G,크라운제과
25028,8801111914109,크라운 화이트하임 47G,크라운제과
25029,8801019314759,해태 사브레 252G,해태
25030,5010477303004,인클루시브 컨트리 크리스피 레이즌 500G,인클루시브
25031,8801062881567,롯데 쁘띠몽쉘 커스타드앤카라멜 272G,롯데제과
25032,8801111614566,크라운참크래커280G,크라운제과
25033,8801019314667,해태 오예스 쿠키앤크림 360G,해태
25034,8801019310348,해태 에이스 436G,해태
25035,8801019309236,해태 사브레 315G,해태
25036,8809717810009,청우 뽀로로 미니 초코파이사과맛 107.5G,청우
25037,8801062011056,퀘이커 오트밀 바나나앤아몬드 90G,퀘이커
25040,8801062878857,롯데 왓따 가나맛 23G,롯데제과
25041,8801111900751,크라운 옹골진 오곡쿠키 192G,크라운제과
25042,8801037088182,동서 오레오 초콜릿 샌드위치 쿠키 300G,동서식품
25043,8801117277611,오리온 다이제 초코 312G,오리온
25044,8801204203837,청우 오리지널 찰떡쿠키 107.5G,청우
25045,807770190186,제일훼밀리 키도 버터향&레몬향 크래커 샌드위치 120G,제일훼밀리
25046,8801037093629,포스트 화이버 오트밀 너트앤오트 180G,포스트
25047,8852756305166,농심켈로그 에너지바K 베리&넛 120G,농심
25048,8852756035674,농심켈로그 에너지바K 레드베리 100G,농심
25049,8801037093056,포스트 골든그래놀라바 108G,포스트
25050,8801111614351,크라운 국희 땅콩샌드 155G,크라운제과
25051,8801111186216,크라운 초코하임 142G,크라운제과
25052,8801111186582,크라운 참크래커 56G,크라운제과
25057,8809539867595,헬스밸런스 딸기에 퐁당 현미퍼프 20G,헬스밸런스
25059,8809405290205,퓨어잇 핑거 길쭉한 단호박스틱 30G,퓨어잇
25060,8809405290359,퓨어잇 떡뻥 시금치 쌀과자 30G,퓨어잇
25061,8809409250007,내아이애 떡뻥 단호박 쌀과자 30G,내아이애
25062,8809494700661,더하이 유기농 현미스틱 쌀눈 건강브라운 30G,더하이
25063,8809409250373,내아이애 떡뻥 사과 쌀과자 30G,내아이애
25064,8809472970512,리뉴얼라이프 오가닉라이스퍼프 레인보우 소프트바 블루베리 20G,리뉴얼라
25071,8809360923231,아이배냇 꼬마 곡물조아퐁 30G,아이배냇
25072,8809617944750,길림양행 카라멜솔티드 땅콩앤프레첼 190G,길림양행
25102,8809109388017,산들 꿀땅콩 300G,산들 꿀
25119,8809990023837,포마 참깨이야기 100G,포마
25164,7317061001505,홈플러스)진저 씬 오리지널150G,홈플러스
25172,8934680033442,주식회사 폴라리스)오레오 웨이퍼룰 초콜릿맛54G,주식회사 폴라리스
25173,8801007761503,씨제이씨푸드)비비고칩 오리지널40G,씨제이씨푸드
25174,8801007761527,씨제이씨푸드)비비고칩 스위트콘40G,씨제이씨푸드
25176,8801037090192,삼아인터네셔날)오레오 웨하스 스틱(초코),삼아인터
25178,8710775903186,홈플러스)고다 치즈 바이트75G,홈플러스
25179,8934680033428,폴라리스)오레오 웨이퍼룰 바닐라맛54G,폴라리스
25180,8886467117046,농심켈로그)프링글스 버팔로윙맛110G,농심켈로그
25181,8886467113840,농심켈로그)프링글스 마늘감자구이맛110G,농심켈로그
25193,8801111934251,크라운제과)뽀또치즈타르트322G,크라운제과
25197,8801062888825,롯데제과)도리토스나쵸치즈맛40G,롯데제과
25224,8801037089646,동서식품)골든오레오샌드위치쿠키300G,동서식품
25225,8801117109110,크라운)초코칩쿠키미니270G,크라운
25227,8801111182911,크라운제과)베이키102G,크라운제과
25229,8801204007695,청우식품)플랑딸기타르트쿠키160G,청우식품
25230,8801204008647,크라운)초코먹은공룡60G,크라운
25231,8809247973366,폴란드)토피넥40G,폴란드
25232,8801157553423,후디스)키요두부와플바나나64G,후디스
25234,8801117132705,오리온)단호박쌀쿠키66G,오리온
25235,076150232271,미성패밀리)액트투전자렌지용팝콘234G,미성패밀리
25236,8809360927468,아이배냇)꼬마쿠키동물친구80G,아이배냇
25237,8809360927475,아이배냇)꽃님친구80G,아이배냇
25290,01500000550,거버 바나나쿠키142G,네슬레거버
25379,,일신국제무역 푸시팝 스트로베리&콜라향 15G,일신국제무역
25380,5011053018350,일신국제무역 푸시팝 그레이프&소다향 15G,일신국제무역
25381,5011053021053,일신국제무역 트리플파워 푸시팝 34G,일신국제무역
25382,5011053018336,일신국제무역 빅보틀팝콜라향 32G,일신국제무역
25383,8809405520074,리틀토이 초코락2(연두색) 10G,리틀토이
25384,8809405520074,리틀토이 초코릭2(주황색) 10G,리틀토이
25385,8809405520036,"리틀토이 초코락2(가위바위보,주황) 10G",리틀토이
25386,8809405520036,"리틀토이 초코락2(가위바위보,파랑) 10G",리틀토이
25387,8809287232423,퍼페티 후르트텔라 요구르트향 8G,퍼페티
25388,8809355828527,나무인터내셔널 오렌지모양 캔디박스 25G,나뭉인터내셔널
25389,7614500010013,서영이앤티 토블론 스위스밀크초콜릿 100G,서영이앤
25390,4897010448023,한국마즈 스키틀즈 오리지날 100G,한국마즈
25391,8935001721024,농심 멘토스 스무디 바틀 81G,농심
25392,8935001722199,농심 멘토스 믹스 그레이프 81G,농심
25393,8 935001 721000,농심 멘토스 요구르트맛 바틀 81G,농심
25394,809355828626,나무인터내셔널 락캔디 66G,나뭉인터내셔널
25395,8809164222844,이농스푸드 흠반점 101G,기타
25396,8809355827483,나무인터내셔널 시크릿쥬쥬립스틱캔디 40G,나뭉인터내셔널
25397,8809355827346,나무인터내셔널 4D블록젤리 500G,나뭉인터내셔널
25398,8990800003597,농심 후르트텔라 요구르트향 590G,농심
25399,8690997156341,영남 담라 츄이캔디 850G,영남코프레이션
25400,8801111938082,크라운제과 새콤달콤딸기584G,크라운제과
25401,692836719159,롯데 허쉬 키세스 스트로베리 36G,롯데제과
25407,8801019310232,해태 구운감자 162G,해태
25434,8809395340713,한울식품 추억의달고나 630G,한울식품
25435,3481291013646,엘라이스 마태즈 쇼콜라티에카카오트러플트러플앤헤이즐넛트러플 150G,엘라이스
25460,8809042942352,한국라이스텍 바삭고소오크래커 현미 200G,한국라이스텍
25488,9331275002996,레돈도 럭셔리크림딸기웨이퍼 125G,레돈도 
25489,9331275004969,이엑스무역 럭셔리웨이퍼딸기맛 100G,이엑스
25587,8801117141509,오리온 공룡알공룡모양스낵 152G,오리온
25588,2000000843476,이마트 피코크 쿠키프렌즈 255G,이마트
25589,8809234902348,훼밀리인터내셔널 빅롤그릴드씨위드롤클래식향 27G,훼밀리인터내셔날
25591,8801117104603,오리온 마켓오 리얼치즈칩포테이토 62G,오리온
25592,8801068388763,삼립 카페메이트 초코초코칩쿠키 180G,삼립 카
25593,8801068388770,삼립 카페메이트 바닐라초코칩쿠키 180G,삼립 카
25594,8801117127503,오리온 다이제미니320G,오리온
25595,8801117131319,오리온 다이제씬252G,오리온
25597,8801117127008,오리온 촉촉한초코칩 320G,오리온
25598,8801204008661,크라운 쫀득초코칩 240G,크라운제과
25599,8801117143701,오리온 촉촉한초코칩 240G,오리온
25600,8801117122409,오리온 초코칩쿠키 256G,오리온
25601,8801117139100,오리온 예감 볶은양파맛 204G,오리온
25602,8801117135300,오리온 쿠쉬쿠쉬갈릭바게트맛 196.8G,오리온
25603,,오리온 마켓오 리얼크래커초코 144G,오리온
25604,8801062896783,롯데 하비스트 피넛버터샌드 273G,롯데제과
25605,8801019208065,해태 얼려먹는초코만들기 민트향 36G,해태
25606,8801117432300,오리온 메리크리스마스초코송이36G 2번들,오리온
25609,8801062879618,롯데 디저뜨와 233G,롯데제과
25617,8801043010047,농심 수미칩 오리지널 85G,농심
25618,8801043010061,농심 수미칩 어니언 85G,농심
25619,8809069960605,에이뷰 유기농쌀떡뻥 25G,에이뷰
25620,8809069960490,에이뷰 유기농블루베리쌀떡뻥 25G,에이뷰
25621,8809069960599,에이뷰 유기농단호박쌀떡뻥 25G,에이뷰
25622,8809098091264,유기농산 유기농쌀로만든단호박떡튀밥 30G,유기농산
25623,8809098092339,유기농산 유기농쌀로만든고구마떡튀밥 30G,유기농산
25625,8809020767328,이마트 피코크 유기농쌀로만든발아현미떡뻥 40G,이마트
25626,8809020767335,이마트 피코크 유기농쌀로만든오곡떡뻥 40G,이마트
25627,8809069968397,이마트 피코크 유기농사과그대로 15G,이마트
25628,8809098092704,유기농산 유기농퍼프딸기야 25G,유기농산
25629,8809194825497,진터식품 엄마미소유기농쌀과자채소 25G,진터식품
25630,8809277334199,오희숙전통부각 명인이만든찹쌀김부각 30G,하늘바이오
25631,8809238111463,프로엠 요거팜무농약쌀로만든크랜베리스낵 30G,프로엠
25632,8809378268393,태광웰푸드 21곡한입크리스피 130G,태광웰푸드
25633,8809378268409,태광웰푸드 블랙한입크리스피 170G,태광웰푸드
25635,8809527530074,이마트 피코크 플로랑탱아몬드 80G,이마트
25637,8809200135756,경성 반건조첫사랑군고구마 65G,경성미가
25638,8809492910901,아트위드미 유기농참밤 60G,아트위드미
25644,8801007761442,CJ 비비고칩스위트콘 20G,CJ제일제당
25647,819529001562,레딕스글로비즈 릴레레몬향쿠키 130G,레딕스글로비즈
25648,819529001579,레딕스글로비즈 릴레클래식오리지날쿠키 130G,레딕스글로비즈
25649,819529001555,레딕스글로비즈 릴레초코향쿠키 130G,레딕스글로비즈
25650,819529006154,레딕스글로비즈 돌체토롤와퍼티라미슈맛 85G,레딕스글로비즈
25651,819529006147,레딕스글로비즈 돌체토롤와퍼초코맛 85G,레딕스글로비즈
25652,8809098093442,유기농산 유기농바나나통통 40G,유기농산
25659,3660140889353,매크로통상 미니브라우니 150G,매크로통
25660,3660140888950,매크로통상 미니마블케익 135G,매크로통
25661,3660140889155,매크로통상 미니초코칩케익 150G,매크로통
25662,8002590012915,이마트 쏠티드크래커 250G,이마트
25663,4006529002132,천하코퍼레이션 보르그레베숏브레드비스킷 200G,천하코퍼레이션
25664,7312220011272,로투스베이커리즈코리아 안나생강맛틴 150G,한국로투스
25665,8801019311147,해태 샌드에이스요거트크림 204G,해태
25666,3045471009111,매크로통상 폴트초코앤헤이즐넛타르트 150G,매크로통
